code,building,drawing,sheet,axis,level_start,level_end,orientation,classification,bar_count,diameter_mm,spacing_cm,length_cm,lap_anchorage,anchorage,face_edge,edge,wall_parents,physical_wall_id,element_tags,geometry_special,status,source,geometry_pending,resolution,note
LT1:303:21,LT1,2017_67-303-Model,303,G,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:22,LT1,2017_67-303-Model,303,G,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:23,LT1,2017_67-303-Model,303,G,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:24,LT1,2017_67-303-Model,303,G,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:25,LT1,2017_67-303-Model,303,G,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:26,LT1,2017_67-303-Model,303,H,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:27,LT1,2017_67-303-Model,303,H,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:28,LT1,2017_67-303-Model,303,H,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:29,LT1,2017_67-303-Model,303,H,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:30,LT1,2017_67-303-Model,303,H,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:31,LT1,2017_67-303-Model,303,I,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:32,LT1,2017_67-303-Model,303,I,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:33,LT1,2017_67-303-Model,303,I,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:34,LT1,2017_67-303-Model,303,I,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:35,LT1,2017_67-303-Model,303,I,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:36,LT1,2017_67-303-Model,303,I',,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:37,LT1,2017_67-303-Model,303,I',,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:38,LT1,2017_67-303-Model,303,I',,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:39,LT1,2017_67-303-Model,303,I',,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:40,LT1,2017_67-303-Model,303,I',FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
LT1:303:41,LT1,2017_67-303-Model,303,J,,,VERTICAL,BOUNDARY,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,grupos de barras longitudinales de borde con cambios de cantidad y/o diametro entre pisos; cantidad/diametro y transiciones por nivel NO legibles en el PDF -> confirmar en pliego (no se infieren). Elevacion larga con varios niveles; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:42,LT1,2017_67-303-Model,303,J,,,VERTICAL,DISTRIBUTED_VERTICAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida vertical del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:43,LT1,2017_67-303-Model,303,J,,,HORIZONTAL,DISTRIBUTED_HORIZONTAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,armadura distribuida horizontal del alma; diametro/espaciamiento no legibles en el PDF -> sin valores inventados. limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso.
LT1:303:44,LT1,2017_67-303-Model,303,J,,,VERTICAL,LOCAL,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,"refuerzos locales en encuentros viga-muro/losa, anclajes y detalles de extremos; posicion y valores no legibles -> confirmar. Refuerzos de extremo/interiores/nudos segun elevacion; limites/segmentos de nivel no legibles en el PDF (solo ejes/ESCALA 1:50); no se inventan tramos: revisar por piso."
LT1:303:45,LT1,2017_67-303-Model,303,J,FUNDACION_SUP,PISO_1S,VERTICAL,STARTER,,,,,,,,,,,,False,NEEDS_DRAWING_VALUE_CONFIRMATION,DRAWING_ELEVATION,True,RESOLVED_METADATA,refuerzo de arranque desde fundacion; cantidad/diametro/longitud de desarrollo no legibles -> confirmar. Sectores inferiores/fundacion de la elevacion.
